,ticker,stop_loss,retornoStopLoss,stop_gain,retornoStopGain,retornoPrevisto,retornoEsperado,scoreTotal
189,BIDI4.SA,6.599073092883258,-0.4261675571405863,18.19231463155356,0.581940402743788,0.7804042607690524,0.002608695652173809,1036
163,VIIA3.SA,3.461775351095727,-0.3380926695084423,7.507170866668904,0.43540551420472595,1.7257482583561,0.0019120422351901478,1018
105,LREN3.SA,19.86448290998168,-0.26346001424829235,35.677183595162916,0.3228470338705929,2.2719917260722036,0.002224719620804727,1005
201,RCSL3.SA,-5.073722220416441e+29,-1.278015663438821e+29,6.328145720695294e+29,1.5939913539271626e+29,-580.4123737349634,7.856993403773659e+29,1000
197,VULC3.SA,-1098.0334941813614,-108.96789438978021,1410.5262761574515,137.69481470755917,-123.66270199980352,4.066863285489578,998
122,GOLL4.SA,12.580863351014411,-0.31958553235538545,26.08573878859602,0.4108025479450026,0.392679974523241,0.003785842604020928,993
172,CYRE3.SA,11.139170494177357,-0.28595062680838856,21.024418769655163,0.34771911894494356,0.7265009779420311,0.0019230524228646129,987
179,LAME4.SA,2.4417032391598252,-0.5453066496842924,9.790043726015977,0.8230994291719087,-17.526175827835885,0.0037244161763767547,963
38,LPSB3.SA,1.744828378119235,-0.2729882046725053,3.199786727088769,0.33324441664194726,0.9079476338228074,0.004166626764670056,953
130,AMER3.SA,20.097176387678417,-0.30096777781988115,39.43832190165803,0.37176771831854016,1.8037425459842904,0.0003478260869564931,953
177,MGLU3.SA,4.327433581117222,-0.3008992663789407,8.468126996587387,0.36803342783649207,2.72275043681584,0.001615499626349104,953
92,CVCB3.SA,11.401461937815066,-0.2700728539469527,20.76816443864462,0.32958800197208027,0.5404306330819351,0.0019206219373057998,950
190,BIDI11.SA,22.121856354231667,-0.3704650899695707,51.97614348213744,0.47911623178481344,-0.031349243203803945,0.001707473289519701,937
180,SBFG3.SA,15.78712828320424,-0.3144972725789461,31.838601922047133,0.38248375913030275,0.14855239386849095,0.0004341864114789651,918
103,TRPL4.SA,18.875157911588463,-0.23115443999303165,31.26247188984818,0.273420483152379,18.600407929911384,0.0004073630651830751,907
196,SYNE3.SA,-0.6367272320554902,-1.039720973473566,51.66844194259838,2.223233919487167,-0.05220148815672365,0.019338696199355132,905
30,ENEV3.SA,10.63406301388152,-0.2790465753300665,19.729521746258744,0.33759469466160974,0.4008450151171352,0.0020338983050847137,901
154,LOGG3.SA,16.797139426098436,-0.28735088487137517,32.11726220476785,0.362633119245247,0.004873383503704254,0.002121353662416947,891
36,LIGT3.SA,8.24387863664394,-0.251237196615283,14.361175165743383,0.30437555560358853,0.7044642000100227,0.002724774795141771,890
194,SUZB3.SA,0.47069133055060736,-0.9919773079045408,242.51036646255676,3.1334647014003183,0.02410771908469367,0.020623860044624243,882
144,VIVA3.SA,16.851176906767392,-0.32378905075535347,35.184846462797665,0.41191197251514167,0.033226242224347446,0.00200641747804875,881
49,PMAM3.SA,6.977217741422521,-0.2887647866486902,13.16640002514797,0.3421406179371411,0.290819670546663,0.00101932517386083,881
87,GOAU4.SA,8.896939231410633,-0.26043728770613617,15.747245709960994,0.30899800993359716,0.20414584494125898,0.001662532624501445,865
200,RANI3.SA,-1.1757102858672955e+18,-1.6559300023372883e+17,1.1302505221592841e+18,1.5919021652687974e+17,-0.05727070723723604,1.7479806565583255e+18,865
64,MILS3.SA,5.005753694486914,-0.26923302712725794,9.164690769590374,0.3379110798808054,0.007991118450273005,0.0029197219920988893,855
199,BRKM5.SA,-21123374915733.95,-378283933704.66046,23129685553537.184,414213565370.29675,-330.9086001949532,5122022417489.885,853
51,UGPA3.SA,12.040397688531113,-0.21098312529885432,18.93017742517783,0.24050964228359817,5881.415223793589,0.001965908955976481,845
165,HAPV3.SA,8.83187671692489,-0.22459381468741846,14.511048691699356,0.2740165280334059,0.10012654376622865,0.0026338591547834245,842
182,RRRP3.SA,21.85168001157162,-0.2605184238324437,38.89666858505415,0.3163001553066487,-0.03682852329722264,0.0010152542712023038,838
131,YDUQ3.SA,17.561133130236275,-0.24727247373918437,30.137250788136786,0.2917810067163247,0.2996651514053905,0.001285901259839406,837
170,LEVE3.SA,13.659557184373211,-0.5716664331825878,60.97364728170926,0.9119990106209108,-0.13913536164227214,0.0050172660211307285,837
159,RAPT4.SA,8.237781491752445,-0.22722498971214322,13.518924845652933,0.26819184232304427,0.3729434506974907,0.003752359583532261,836
54,SEER3.SA,8.118596860215098,-0.2572189722290652,14.444561123461787,0.3215517584772367,0.0622511259928733,0.0036596243099167314,833
45,AMAR3.SA,2.8033855565881165,-0.2622669495352712,4.955856197786433,0.3041726999932195,0.8000127300563251,1.2548346361995755e-08,833
93,PCAR3.SA,16.34775117906837,-0.30107945251579227,31.95668387995112,0.36625415621404356,-0.2577653638949656,0.0017101586744490138,822
153,SEQL3.SA,10.121973440303705,-0.2821295626625627,18.92956363906896,0.34252220758421137,-0.45004583345859506,0.0014184126233469652,820
142,CSNA3.SA,17.611835148365003,-0.2749347680301376,32.60900824643422,0.3424869089069884,0.31492433655550456,0.0008233463861202495,814
145,USIM5.SA,11.173402959251456,-0.2749251739202404,20.534178113511793,0.3325229277637025,0.014349233526608884,0.001946797721281479,809
161,STBP3.SA,4.561108085687198,-0.31719937082369853,9.34943057272747,0.39961539116577494,0.18360175226681896,2.5697811434355344e-08,796
16,NGRD3.SA,1.8200729789641334,-0.35912921339066395,4.182704708014846,0.4727833924031193,-0.22199437472014816,0.0035211570890534283,794
