,ticker,precoAtual,risco,stop_loss,retornoStopLoss,stop_gain,retornoStopGain,retornoPrevisto,retornoEsperado,scoreTotal
186,CMIG4.SA,12.149999618530273,0.12221675746460704,3.1261971678223714,-0.7426998135000327,29.282317184710436,1.4100673336689846,37.156188232770404,0.004115257863339217,1179
198,GFSA3.SA,1.7100000381469727,1.896428719903163,-239541.7387536869,-140083.88503505784,214074.13140391474,125188.54773585526,0.46762994980586425,7937.760056818911,1150
168,VIIA3.SA,4.010000228881836,0.04218816249479219,2.673764521230261,-0.3332258432374644,5.766366651235935,0.4379965890535251,2.4731173028355586,0.004987473809631382,1078
190,BIDI4.SA,8.15999984741211,0.05549044940735999,4.726405825164166,-0.42078358902627744,12.81654390876369,0.5706549201503199,1.4686196895330426,0.0012255089184911583,1048
138,AMER3.SA,27.139999389648438,0.03683354607263905,19.128127548201523,-0.2952053066184943,37.40988815001767,0.37840416327666926,1.8976221008862835,0.0029477012583158935,1018
150,AZUL4.SA,23.6299991607666,0.04033516584424212,16.025881909892,-0.3217993026212156,33.15272169616713,0.40299292736376,0.6138130953393985,0.0016927990120207959,998
158,LAME3.SA,5.050000190734863,0.02882193872768052,3.82717042905411,-0.24214449811789218,6.48556709110775,0.28427066260446754,2.4886056818740716,0.0019801601757327703,992
192,LWSA3.SA,9.800000190734863,0.04732488927902193,6.221266313934671,-0.3651769190967574,14.56695468961054,0.48642391898955895,-0.03190827557150577,0.003061204967475417,977
194,CPFE3.SA,25.549999237060547,0.2454857239631601,0.7290270247897802,-0.9714666517980823,97.88334777737535,2.83105090803269,0.2391883835609523,0.005088092634886854,958
193,CASH3.SA,2.4600000381469727,0.060974591452689,1.3322610837684388,-0.4584304621507316,4.038422520431277,0.6416351454503522,-0.813101065146485,0.004065025080471241,949
32,ENEV3.SA,11.960000038146973,0.034634497310094985,8.592115481208774,-0.2815956978424896,16.18022175147933,0.35286134614312425,0.4970686664232713,0.002508358006466649,923
184,BPAC11.SA,18.559999465942383,0.03130545916077611,13.82335944073521,-0.2552069052533602,24.280939870281205,0.3082403323791445,0.47231435101360475,0.0021552012504644225,912
102,KEPL3.SA,32.40999984741211,0.036153356105183006,22.82369060459349,-0.295782452574867,44.02254280203179,0.35830123447368445,0.6194731367910757,0.00030855145433417164,899
62,TPIS3.SA,1.7999999523162842,0.03865346357644607,1.2396979750686206,-0.31127888449477636,2.4934291202623196,0.38523843684201964,0.5411816456279599,2.6490953874969136e-08,899
200,RANI3.SA,6.300000190734863,5.367138590115692,-7.085724658284975e+17,-1.1247181656765094e+17,6.86992185020716e+17,1.0904637527329691e+17,0.09183583582769539,2.8585848507642264e+16,897
189,RADL3.SA,21.059999465942383,0.05909194238122982,11.749707389427826,-0.4420841553947278,34.221346137023154,0.6249452518916212,0.25735862734746107,0.0018993606396955354,896
57,PMAM3.SA,8.850000381469727,0.03578779353468203,6.292177758854945,-0.2890194929223271,12.02276273476267,0.3585042052581291,0.3080004863570811,0.0011299003501976657,895
38,LIGT3.SA,9.829999923706055,0.03066475328358501,7.357174096608947,-0.2515590891444093,12.83185035615293,0.30537644514193785,0.8351192046486344,0.003051889778920236,889
61,MILS3.SA,5.090000152587891,0.033193323812259506,3.7224275420841932,-0.268678304421737,6.772692434018279,0.330587864633926,0.27664769661030175,0.0019646065053700035,889
52,HBOR3.SA,3.8499999046325684,0.03344706209930863,2.826255253580384,-0.2659077081587323,5.087684765785643,0.32147659527570704,1.2543251732438017,2.4770762108161648e-08,878
110,GUAR3.SA,8.579999923706055,0.027293088596402636,6.650213095440614,-0.22491688175119318,10.877756573244305,0.26780380768881806,1.0219336190905275,0.0023310112437979758,873
182,DEXP3.SA,8.949999809265137,0.056905536090557436,5.077300471157691,-0.4327038458814698,14.242929828592748,0.591388841578333,0.14131957078852708,0.0033519766898550962,871
94,GOAU4.SA,11.430000305175781,0.031543612451135426,8.478372412781525,-0.2582351542945881,14.942774998593269,0.3073293612972887,0.4965904667686152,0.000874863915768298,870
82,POSI3.SA,7.980000019073486,0.03935527202090146,5.4719729081436705,-0.3142891108941387,11.097840283952802,0.39070679917633777,0.3193330195441575,0.002506263268008846,867
47,AMAR3.SA,3.0299999713897705,0.03171718019238712,2.2385078727102914,-0.26121851688217845,3.9771933640008266,0.3126050830213727,1.0335524328293588,9.442320036967544e-09,864
63,EVEN3.SA,6.019999980926514,0.030702271326121643,4.489318417467449,-0.2542660412473098,7.8833376361641765,0.30952452842879974,0.9745973916058142,0.0016611327417226374,856
170,PTBL3.SA,7.5,0.03587205001035766,5.320315270993474,-0.2906246305342035,10.112993386011334,0.3483991181348445,0.3199125767174844,0.0013333333333334085,835
27,TCSA3.SA,2.619999885559082,0.031906209873035524,1.9260799297839477,-0.2648549565211369,3.435391128741257,0.3112180453428448,0.3724807800753118,4.3679741601465594e-08,832
98,AERI3.SA,6.050000190734863,0.03426592389456494,4.359342694914174,-0.27944751116038125,8.122930917916822,0.34263316724460635,0.060530363110445906,0.0016528609834509655,824
74,JHSF3.SA,4.579999923706055,0.032842372363256954,3.3392826412746444,-0.2708989744758432,6.040722774488019,0.3189351255709134,0.8808720566424042,1.6658066925856474e-08,821
114,EZTC3.SA,17.600000381469727,0.027305119565202537,13.589674143656097,-0.22785944039159944,22.168253665431294,0.2595598400538266,0.966777422048966,0.0017045237431845273,820
49,TGMA3.SA,12.880000114440918,0.028113102000986247,9.889914340688044,-0.23214951453303345,16.45920791477165,0.27788880190441634,0.5491801796430749,0.0015527861320947522,820
99,MRVE3.SA,10.449999809265137,0.032469620618582454,7.668237720131942,-0.26619733396232603,13.724702734886998,0.3133687067360955,0.6074300553388381,1.825214024364641e-08,810
169,MYPK3.SA,14.270000457763672,0.03306439565509306,10.463693639564056,-0.2667348770916663,18.81120588729697,0.31823442774051425,-0.11548558054586122,0.0014015095721631177,808
154,CSNA3.SA,24.920000076293945,0.03385256938869698,17.97839910329658,-0.278555415399088,33.28926679991592,0.3358453731139248,0.285591576419981,0.0004012810463658312,805
176,LCAM3.SA,21.639999389648438,0.02893280007668034,16.46280849534483,-0.2392417301444164,27.889001221879745,0.28877088763784986,0.3435553847939974,0.0013863498705048993,804
195,SUZB3.SA,59.18000030517578,0.29245558491597906,0.43071413525032176,-0.9927219646328279,242.6133601969874,3.09958362531081,0.023334326576010422,0.00016897084779743388,798
163,TASA4.SA,21.209999084472656,0.0388426058080119,14.576465430272506,-0.3127550184128204,29.34575162938539,0.3835809946294966,-0.07541975361720687,4.3164893215319466e-08,786
70,QUAL3.SA,14.619999885559082,0.027058652639402908,11.288735895508797,-0.22785663584995952,18.457776419523245,0.2625018169634139,0.5225376874876788,7.827696268947193e-09,780
24,BKBR3.SA,5.179999828338623,0.03150572272539832,3.845401470414499,-0.25764447917987066,6.748166777844229,0.3027349423694021,0.32235418159887486,3.313926311143689e-08,779
129,BRFS3.SA,23.520000457763672,0.030624728175711362,17.642210028346774,-0.24990605080863038,30.61854923387967,0.3018090407295402,-0.5131173047228871,0.0021258308360203593,779
175,LEVE3.SA,30.100000381469727,0.08198427202308448,12.718796519186174,-0.5774486259802121,57.10121700664388,0.8970503748497207,-0.08429273576289908,0.0003322132359981911,778
6,ENJU3.SA,2.3399999141693115,0.04891028755274512,1.4570389950854357,-0.3773337399447395,3.527866016682206,0.5076351051639165,-0.6460421375301229,0.004273541110038304,777
68,SEQL3.SA,11.449999809265137,0.035352150320985654,8.184496875337153,-0.2851967675392969,15.566370513036084,0.35950836439665723,-0.26962111629602825,0.0017467415779937046,774
191,RRRP3.SA,34.5099983215332,0.03251237514976578,25.220298587155508,-0.26918864636922346,45.38617711705572,0.3151602238339175,-0.17223383806506454,4.863711611235999e-08,772
155,USIM5.SA,15.380000114440918,0.03389858121764974,11.186251730266727,-0.2726754455766556,20.40582182662887,0.32677644179397625,0.028158697223028106,0.0006501876127877892,769
165,SIMH3.SA,9.069999694824219,0.02933825533982842,6.860074695161943,-0.2436521581057347,11.613473661241427,0.28042712811430826,-0.01469504729287463,3.364672451766637e-08,768
141,CCRO3.SA,10.989999771118164,0.02524700392075453,8.635731072046692,-0.21421917635144228,13.648254250674666,0.2418793935321475,0.18695431022192488,0.0009099389526938673,760
147,AMBP3.SA,34.16999816894531,0.02951655081903182,25.83058632160894,-0.24405654943568222,44.414618059592414,0.2998132993743532,-0.12025833560932675,0.0017559799318109803,744
151,ALPA4.SA,31.700000762939453,0.02398786279827784,25.245653727212897,-0.2036071571099881,39.13545629949074,0.2345569513438024,0.6557315576531797,0.0012618055551376628,737
77,CESP6.SA,21.049999237060547,0.02558430652725066,16.56126185266924,-0.21324168869747284,26.20709137406312,0.24499250944973983,0.36889167430586944,0.0009501550434376504,727
37,BRPR3.SA,6.21999979019165,0.022653396970802733,5.04186758174533,-0.18941032929038404,7.595792786750083,0.22118859211666342,0.2332335273590107,0.0016077508272780427,723
133,ARZZ3.SA,64.77999877929688,0.025043593358386015,51.03919329351902,-0.2121149389426864,80.9356558528161,0.24939267332438475,0.36856934024123733,0.0006174933846387898,717
128,OMGE3.SA,27.43000030517578,0.020756380347530138,22.740469111760326,-0.17096358517103571,32.89831749637056,0.19935534561999102,0.12129160405810846,0.002916503606787302,714
117,GGBR4.SA,27.579999923706055,0.03047556584726413,20.708334071125037,-0.24915394748331965,35.85422044332,0.3000079964649289,0.13090536233137473,0.0014503290937126767,711
45,AALR3.SA,13.199999809265137,0.029737721650337813,9.928091083592724,-0.24787187673865307,17.12025952194157,0.29698937646383805,0.19136067763894515,0.0015151659866559086,710
122,ITUB4.SA,22.84000015258789,0.022669781699872545,18.46696599134025,-0.1914638411572932,27.872051239611952,0.2203174716902927,0.2334870611149289,0.0017513067926830939,707
31,MEAL3.SA,2.0899999141693115,0.028521319832633542,1.5949033236833579,-0.2368883305350441,2.6780317248762646,0.28135494490710133,-0.015798547863978496,4.1067316658427444e-08,707
8,BOAS3.SA,5.0,0.03306817194724232,3.6864443746775146,-0.2627111250644971,6.658817972706023,0.33176359454120474,-0.414763368043373,0.0040000000000000036,706
135,PETR3.SA,30.719999313354492,0.027704810191121688,23.657838436396244,-0.22988805451854977,39.086712811750466,0.27235396111349597,-0.014836424514565238,0.0022786682360071975,705
93,MDIA3.SA,23.25,0.02069715203535358,19.124556509035482,-0.177438429718904,27.89229579389226,0.19966863629644127,0.2253542155047572,0.0008602150537633246,703
3,OPCT3.SA,2.3499999046325684,0.04001844182320398,1.598899930233966,-0.31961702335304554,3.288031741849683,0.39916250012094356,-0.27783243209915953,4.0581887406077044e-08,701
9,HBSA3.SA,2.7899999618530273,0.029284414316731625,2.1086283979551737,-0.24421920186884472,3.6005574157445333,0.2905223888795898,-0.17877496965718787,0.0035842431124375462,694
34,CIEL3.SA,2.009999990463257,0.024829996720973316,1.5973945064532222,-0.20527636117796144,2.4997198151133038,0.24364170496198767,-0.4151288546770171,0.004975129146363111,684
12,BMOB3.SA,12.229999542236328,0.03561071603800701,8.653568606202908,-0.29243099508566683,16.560686758839612,0.35410362867531164,-0.09826061374625017,3.7429573884750766e-08,679
43,VLID3.SA,7.710000038146973,0.02408125034178421,6.1658845214862374,-0.20027438508701345,9.510074898894267,0.23347274342944435,-0.10889908139996918,0.0025940287618773095,678
108,TUPY3.SA,19.399999618530273,0.03495720498967576,14.007121528787,-0.27798341215389333,26.04125074215117,0.3423325388768246,-0.7350764880062219,0.0015464114463730194,676
64,DIRR3.SA,10.399999618530273,0.02565336403208056,8.107471489572548,-0.22043540510068838,13.016152839883267,0.2515532035877812,0.29868086710545794,3.667978276666872e-08,674
20,CURY3.SA,5.71999979019165,0.02499166988757462,4.510507573395147,-0.21144969600706554,7.163980010926564,0.25244410379367044,0.03537092153430166,0.0017482884921600217,672
119,ODPV3.SA,11.779999732971191,0.021543442129507966,9.660347294381049,-0.1799365438572481,14.237064547443085,0.20857936079529638,0.0904844447471791,0.001697815575736339,665
104,SBSP3.SA,34.779998779296875,0.024927052810281403,27.456672947070096,-0.21056141717250598,43.14460757343333,0.24050054881300253,0.4063028632688932,3.5097848405385434e-08,665
109,ITUB3.SA,20.18000030517578,0.020379051510602132,16.631292280096723,-0.17585272405416585,24.114892204050005,0.19498968480515821,0.2901698389283942,0.0004955250085727503,657
66,BRSR6.SA,9.479999542236328,0.027253817744229518,7.340829185799453,-0.22565089237675695,11.913008041665842,0.25664647857731526,-0.06795748909962285,4.828730948425175e-08,652
143,UNIP6.SA,93.52999877929688,0.028639332743755325,71.56876687329203,-0.2348041504611461,119.56235962260497,0.27833167094053723,-0.19666273110762655,0.003100622522057783,645
36,NEOE3.SA,14.449999809265137,0.02227970616515151,11.733856268959109,-0.18796841357495897,17.5240750216005,0.2127387718278244,0.2255985483203018,0.0013840962628968168,643
134,SMTO3.SA,33.27000045776367,0.02597315024389195,25.985282319350556,-0.2189575605104388,41.60458170640442,0.2505134094969885,0.0860311094773698,0.000300557321873951,630
53,ALSO3.SA,18.079999923706055,0.02237304475200965,14.67291021791571,-0.18844522788537466,21.981490534737013,0.21579041081274664,0.13376264337956156,4.219797844484674e-09,623
25,LJQQ3.SA,8.970000267028809,0.025751587518744342,7.076397384028571,-0.21110399405009916,11.200451173765334,0.2486567269050184,-0.3993679187766618,0.0022296245680955007,621
103,KLBN11.SA,25.030000686645508,0.019374105341981935,20.963499503970844,-0.1624650847430581,29.765068601964,0.1891757005761825,0.1391429628799179,0.0007990136957991556,597
80,ABCB4.SA,15.829999923706055,0.02407878066797069,12.651272368470853,-0.20080401582787955,19.512956490191687,0.23265676463903562,-0.033657558064669635,0.0012634287043800096,585
89,EQTL3.SA,21.719999313354492,0.024150719301810872,17.341485570012587,-0.20158903691354102,26.685080292560954,0.2285948957721049,0.2027482925520192,3.1613514250850017e-08,583
69,ALUP11.SA,23.260000228881836,0.01753443838198418,19.74511187849334,-0.1511129972399603,27.09103263262923,0.1647047448860477,0.14082496569294678,0.0004299127695512883,577
164,FESA4.SA,46.5,0.024997378328236137,36.687330822580066,-0.21102514360042868,57.936334938121824,0.24594268684132947,-0.2066019414354454,0.00021505376344088667,575
87,TAEE11.SA,36.16999816894531,0.01834198932534307,30.479714908120194,-0.15732052941353636,42.59551223324028,0.17764761928607875,0.06430841215023575,0.001658883994807514,560
19,GMAT3.SA,5.519999980926514,0.02169998925535177,4.520952386749673,-0.1809868836284224,6.6459220891917905,0.20397139712965995,-0.032900589449333384,3.4553415684257516e-09,523
