,ticker,stop_loss,retornoStopLoss,stop_gain,retornoStopGain,retornoPrevisto,retornoEsperado
72,PABY11.SA,8.164996608505005,-0.31673667457513455,16.704794311290232,0.3978907596583041,0.1847663829095174,0.001673656155153802
90,CXTL11.SA,245.11633535449656,-0.23161023399844338,404.71032264382035,0.26868439700257163,0.1933326198324914,0.0010658307210029694
159,KINP11.SA,8.088107250261142,-0.3529514199791086,18.423724988029427,0.4738979990423542,0.07181740540756265,0.005600000000000049
13,XTED11.SA,4.83289621356036,-0.22920315338721797,7.957471966887663,0.26913428885079416,0.24263870575083435,0.0015948993786134569
125,BBFI11B.SA,1717.3611023230135,-0.14389632924784468,2330.6139932639367,0.16180993737467042,0.13765251546883794,0.0011066591794377523
85,FPAB11.SA,162.74364198088455,-0.18219275386490175,240.15623958661456,0.20681527430459568,0.07387139590416836,0.001055276381909609
32,CARE11.SA,0.28507815677816145,-0.321242462669705,0.5953994094902683,0.4176176859036189,10.321534061289913,3.122148162226779e-08
14,CNES11.SA,29.167870823222483,-0.19780334616060224,44.541221302150156,0.22500606585439464,1.3831058281261632,0.0008250657080544066
158,BZLI11.SA,12.07172077852822,-0.27714250137534635,22.320307869045692,0.33654532031991224,0.07456060190365577,0.0011975590507113942
81,FVPQ11.SA,87.7022331387679,-0.1726985060705477,126.98950042104951,0.1979011212343802,0.03901429080064145,0.0005659641784783176
