,ticker,stop_loss,retornoStopLoss,stop_gain,retornoStopGain,retornoPrevisto,retornoEsperado,scoreTotal
71,HFOF11.SA,70.2340229884127,-0.08202821817522654,83.15315299342122,0.08682722090847994,0.09098695516853184,0.00039207767523152803,570
91,BBPO11.SA,80.6591884094901,-0.07796998954850731,94.82604997820508,0.08397400936644162,0.010132063462571672,0.00034289714123603154,565
103,RBRR11.SA,84.00003382582565,-0.09619075081493322,102.58331691189635,0.10375849168467255,0.0953432654575328,0.0003227626189559185,562
70,XPCI11.SA,77.25687200176888,-0.12654748821555217,100.53972413592406,0.13668431435623862,0.04322590197692944,0.0009045003337266877,561
38,TRNT11.SA,89.86270937797921,-0.13593548675019984,119.36284712732156,0.14771968391655355,-0.04168543857554019,0.00038461538461542766,560
35,PATC11.SA,51.966885670328224,-0.14104321206069048,69.84240852323933,0.15441997559073273,-0.012747335764290102,0.0001652892561982977,560
10,XPIN11.SA,74.83351344558342,-0.06469801965300792,85.52332448208142,0.06890791399384777,0.4216859219997955,0.0004999107949206216,559
52,RVBI11.SA,63.03461972044931,-0.1544652295092962,87.53000156221144,0.17411130756684212,-0.03128021275100279,0.0010730643188121558,552
36,OUFF11.SA,54.094337894312524,-0.14785226395093254,73.83200869417523,0.16307512959339587,-0.14766183101397257,0.0006301269384392238,549
104,VTLT11.SA,80.49798388357118,-0.11218721176568935,101.71425050516366,0.12180713090607553,-0.0032054235543590437,0.00044118045508434456,546
43,NEWL11.SA,77.45696526622687,-0.1333970950277149,102.4668822274699,0.14641849827928333,0.011062040911664406,0.001006967435083439,542
126,BTLG11.SA,82.434390856292,-0.13089728853518723,108.11440579483775,0.13984615217822816,-0.37290455291634683,0.0007380234792309093,542
31,TEPP11.SA,56.70526702356344,-0.1139802027568213,71.85756308214575,0.12277442315852727,0.030787553547736657,0.0006250000000000977,539
26,XPSF11.SA,59.99429670171588,-0.13788906654892352,80.02399007033998,0.14993525336296387,-0.019956382216698598,0.0008622455132492046,536
45,GTWR11.SA,63.95257450619082,-0.09913260416042824,78.62902633649185,0.10760710948860264,-0.18382903373313864,0.0012678143250994811,524
68,IRDM11.SA,89.92513603482342,-0.11734257499887668,114.56123507609755,0.12447230236114026,0.011201870983197582,9.818165343244978e-05,523
144,HABT11.SA,100.29993885009912,-0.10526369121000545,124.89515487095562,0.11414055817126845,-0.02279102923644527,0.00035683788067264466,513
63,TRXF11.SA,85.30093687886743,-0.118700939435747,109.24020243898774,0.12863107145051278,-0.010190184287589,0.0011364715717758767,503
95,CVBI11.SA,83.35898127067185,-0.12465632329936727,108.42531086928139,0.1385625018082819,-0.2479500714310071,0.00042000043743040116,501
136,MXRF11.SA,9.131519114981739,-0.08225936783649523,10.813876945759995,0.08682182442761888,0.02167956690496675,1.9169333231872088e-08,500
101,BTCR11.SA,77.9136274461944,-0.12279185190388342,100.43531106330923,0.13077360288666906,-0.09629279489462828,0.0002251779469095716,494
149,SADI11.SA,74.99531133361434,-0.09129634747520021,90.6034694633089,0.09782467955200436,-0.012003892907288316,0.00012118285291484732,486
61,FEXC11.SA,74.12912177248192,-0.08051204109361432,87.53575295162317,0.08578206362482832,-0.16313029379128452,0.0011163141943923982,477
106,KNIP11.SA,94.08599651720685,-0.06808639688590301,107.94400570890585,0.06917597749371729,0.00687018397991257,9.068218620456037e-09,472
121,TGAR11.SA,111.04433298669353,-0.025670511561582177,117.00431961539124,0.026623834010601977,0.000997843263991438,0.00017547406407536492,469
113,KNCR11.SA,91.63271280599847,-0.0727310960435289,106.37463606603686,0.07644845572295944,-0.05136974230737068,0.000202391269353841,449
16,VIFI11.SA,64.55693693575962,-0.10325130085537548,80.05979821199422,0.11209613262519613,-0.04549684561612999,2.9673989709877446e-08,419
