,ticker,stop_loss,retornoStopLoss,stop_gain,retornoStopGain,retornoPrevisto,retornoEsperado,scoreTotal
83,FCFL11.SA,43.3801163779447,-0.5589210264262552,185.49948690647116,0.8861158086879053,1.6987936795686815,0.008845973964176856,883
160,KINP11.SA,2.886764946138207,-0.7666317726075116,31.502566156971888,1.546690901246365,0.03585333881544517,0.004042046475625893,823
164,FIVN11.SA,0.059334150282890304,-0.9717456414393162,8.157008564980524,2.8842899692453723,-1.128157074104548,0.03333338026016697,823
143,VOTS11.SA,36.4688758703234,-0.553952116958631,156.859237604809,0.9185326994420377,0.08172478089732871,0.01210858412307747,797
53,PLRI11.SA,20.36110532490922,-0.46432238295116246,63.3101336839878,0.66561790264857,0.3090880547460835,0.0015785761935380727,781
139,FMOF11.SA,30.740600660145653,-0.5534485430641207,126.19263161942041,0.8331295516057717,-0.1909604626008815,0.0010169039197178709,769
158,HUSC11.SA,31.5931255134444,-0.7252771694483096,271.6630644139063,1.3622875166426631,-0.20856609579114194,0.001130434782608658,761
153,ABCP11.SA,32.90016241746713,-0.4973236982198096,114.77655580246396,0.7536525768401361,-0.17379567506873395,0.0038197565074833406,757
120,RBRP11.SA,42.90781693083406,-0.4265194185265111,118.36482113379316,0.5819944081339152,0.10844705640755548,0.0017375074272389934,750
78,SPTW11.SA,24.17958285606982,-0.4173594492513296,64.4397375719051,0.5527647607687975,-0.09555530400164314,0.0016867469879517927,715
131,WPLZ11.SA,41.68278708308083,-0.35375523902200257,94.01257217801077,0.4575592585738104,0.08852893160993092,0.004031007751938098,708
162,CARE11.SA,0.05199932769926021,-0.9714289416479953,7.037978053517642,2.867020797079302,-1.18766067006137,0.010988981852482205,702
117,SDIL11.SA,54.561788499739585,-0.353609926162914,124.78602157197354,0.4783321426153244,-0.030960827052675666,0.0037909764720727157,695
141,FLMA11.SA,72.99160573153591,-0.40657231112572434,189.4913006580101,0.5405796801464235,-0.11585770808849949,0.0013821138211382866,689
137,EURO11.SA,117.26918526616078,-0.39886618738234625,300.8664011786046,0.5422718800216344,0.20030259897394131,0.0005126008202107624,672
161,ORPD11.SA,75.64622327737018,-0.42692255092901377,207.1209775490501,0.5690983147655311,-0.004574995172585861,0.00045454545454548523,664
87,FPAB11.SA,109.50764133670947,-0.452379653606903,331.64415516856593,0.6584695361507575,-0.27237201177069525,0.0006000839054076668,663
55,RBIR11.SA,27.70651542999304,-0.6100420233647328,143.23392623958426,1.0159594663949925,-0.04859267658540467,0.0012666705753219265,661
22,CXCE11B.SA,16.639007351609433,-0.5733587858561684,74.80923363317144,0.9181854777736267,-44.442608429845926,0.006153846153846176,658
81,RBRD11.SA,26.53240445305274,-0.3954794982450951,67.06406245701108,0.5280032670227901,-0.2594728096741752,0.0011392255877622492,658
129,FIIP11B.SA,114.92746312196866,-0.31040765272647275,229.34485433669997,0.376124140748727,0.09726676979842197,0.000720006811795848,656
101,BPFF11.SA,44.536614046351936,-0.3200516939488254,91.62923220272789,0.39891957561416636,-0.1055733458834286,0.0021374045801527686,655
39,RDPD11.SA,28.962349675100032,-0.482907506819807,95.25961655744275,0.7007609250511246,-0.2840055434136861,0.002499583693309493,651
145,VLOL11.SA,60.06112101452517,-0.3716141466424324,141.93298012765572,0.4849652375873945,-0.0535058768231611,0.0010462248067548696,645
