,ticker,stop_loss,retornoStopLoss,stop_gain,retornoStopGain,retornoPrevisto,retornoEsperado,scoreTotal
165,NVHO11.SA,4.764503745344771,-0.5969116862641657,23.257648014324573,0.9676521670731268,0.0331348029176215,0.002538096950113866,925
80,FCFL11.SA,68.18689900296387,-0.3143599688751011,139.08778690451817,0.39857004698456744,11.636860040795002,0.0025138568067319955,874
112,WTSP11B.SA,30.470898277254296,-0.37687326530800913,73.6244931963122,0.5056133108165359,0.425176701346456,0.002453956449420369,866
71,PABY11.SA,6.9048684764504475,-0.41975893295841604,18.722296754551824,0.5733022987158842,0.22478553050879735,0.0016807043790643128,854
164,FIVN11.SA,0.7666401741545374,-0.7697777202044734,8.497159148999236,1.5516995026061435,-0.16529756189591294,0.0030030259829003647,827
10,MAXR11.SA,42.87519502753914,-0.4755969434039462,137.67761105867726,0.6839237703207925,1.2954675093487533,0.002813085344424371,822
150,EDFO11B.SA,157.15414748512322,-0.3106367213071224,314.7770105431374,0.38078259796294156,0.019753730092826105,0.0014036881062569062,799
116,RBRP11.SA,56.96936920450054,-0.2259596415001034,93.0872401890345,0.2647723113984224,0.2782962819823478,0.0017663251164961036,772
1,RBVA11.SA,58.78114985723313,-0.40019234839558027,149.88191855795029,0.5294073322239825,0.5308915728309092,0.0026530612244899388,750
52,PLRI11.SA,29.359195561731497,-0.24720011380175655,50.52735255751372,0.2955731425003518,0.09374508841253992,0.0005128205128206442,741
145,VOTS11.SA,60.05902158497263,-0.3125899084703625,121.20011577606441,0.3872051272289314,0.02459671803081287,0.0010300703970331782,719
75,SPTW11.SA,33.242477210166996,-0.2233065933939944,53.44133747892122,0.24862940260630495,0.08188313482860221,0.0002336626896664029,715
119,SDIL11.SA,70.05645078145533,-0.18539010719237992,104.38353832600696,0.2137620735582204,0.023649908110625395,0.0030232558139535737,709
57,RBGS11.SA,21.769272897434718,-0.2239118185546164,35.24369796750324,0.2564598547631385,0.1467994295039976,2.719926817107421e-08,699
161,KINP11.SA,6.993873052943433,-0.48193532941159756,22.681612263956733,0.6801194269597579,-0.03111580277054926,0.0007407407407407085,697
0,HRDF11.SA,0.6554810434624649,-0.4300164721287555,1.821879512144255,0.5842430868830901,0.18194173907386535,2.073205074282214e-08,695
37,RDPD11.SA,41.15438676740462,-0.2610093772265434,73.24653780240402,0.3152547963482064,0.00879988912130103,0.00035915557163290757,678
162,CARE11.SA,0.523384941702681,-0.768413741632186,5.764196097090152,1.5505292572627853,-2.702816249071068,0.004424782999531418,658
139,PLCR11.SA,64.89476761369797,-0.2605427753640963,115.18624011900599,0.3125140988511097,-0.06692168837155132,0.001367341167372027,657
131,MFII11.SA,89.93310802187779,-0.15500227601235606,124.78356253414216,0.1724472627674496,0.032055509224630185,0.001221457243741897,657
107,BPFF11.SA,57.4615770963074,-0.16601486467711069,81.91803291944278,0.18894094492398938,-0.04154236430102187,0.0024673217758526267,656
55,BICR11.SA,68.49199920098991,-0.23880866141674673,115.59531625605524,0.2846778388917208,0.059577558106739925,0.0010001849267486929,652
